Orthogroup	Duplications (all)	Duplications (50% support)
OG0014161	0	0
OG0014162	0	0
OG0014163	0	0
OG0014164	0	0
OG0014165	0	0
OG0014166	1	0
OG0014167	0	0
OG0014168	0	0
OG0014169	0	0
OG0014170	2	0
OG0014171	0	0
OG0014172	0	0
OG0014173	0	0
OG0014174	2	1
OG0014175	0	0
OG0014176	0	0
OG0014177	0	0
OG0014178	0	0
OG0014179	0	0
OG0014180	0	0
OG0014181	0	0
OG0014182	3	3
OG0014183	0	0
OG0014184	0	0
OG0014185	1	0
OG0014186	1	1
OG0014187	0	0
OG0014188	0	0
OG0014189	0	0
OG0014190	0	0
OG0014191	0	0
OG0014192	0	0
OG0014193	0	0
OG0014194	1	0
OG0014195	1	0
OG0014196	0	0
OG0014197	1	0
OG0014198	0	0
OG0014199	0	0
OG0014200	0	0
OG0014201	0	0
OG0014202	0	0
OG0014203	0	0
OG0014204	0	0
OG0014205	0	0
OG0014206	0	0
OG0014207	0	0
OG0014208	0	0
OG0014209	8	8
OG0014210	1	1
OG0014211	0	0
OG0014212	0	0
OG0014213	0	0
OG0014214	1	0
OG0014215	0	0
OG0014216	0	0
OG0014217	0	0
OG0014218	0	0
OG0014219	0	0
OG0014220	0	0
OG0014221	0	0
OG0014222	1	0
OG0014223	1	0
OG0014224	2	0
OG0014225	0	0
OG0014226	0	0
OG0014227	0	0
OG0014228	0	0
OG0014229	0	0
OG0014230	0	0
OG0014231	0	0
OG0014232	0	0
OG0014233	2	0
OG0014234	0	0
OG0014235	0	0
OG0014236	0	0
OG0014237	0	0
OG0014238	0	0
OG0014239	2	1
OG0014240	0	0
OG0014241	3	1
OG0014242	0	0
OG0014243	2	1
OG0014244	2	0
OG0014245	3	3
OG0014246	0	0
OG0014247	0	0
OG0014248	0	0
OG0014249	0	0
OG0014250	0	0
OG0014251	0	0
OG0014252	1	0
OG0014253	0	0
OG0014254	1	1
OG0014255	9	9
OG0014256	0	0
OG0014257	1	1
OG0014258	1	1
OG0014259	0	0
OG0014260	0	0
OG0014261	4	4
OG0014262	2	1
OG0014263	1	0
OG0014264	0	0
OG0014265	0	0
OG0014266	0	0
OG0014267	1	0
OG0014268	0	0
OG0014269	0	0
OG0014270	0	0
OG0014271	0	0
OG0014272	0	0
OG0014273	0	0
OG0014274	0	0
OG0014275	0	0
OG0014276	0	0
OG0014277	1	1
OG0014278	1	0
OG0014279	0	0
OG0014280	0	0
OG0014281	0	0
OG0014282	0	0
OG0014283	0	0
OG0014284	1	0
OG0014285	1	0
OG0014286	0	0
OG0014287	0	0
OG0014288	0	0
OG0014289	2	1
OG0014290	1	1
OG0014291	1	0
OG0014292	1	1
OG0014293	1	0
OG0014294	0	0
OG0014295	1	1
OG0014296	1	1
OG0014297	4	3
OG0014298	0	0
OG0014299	8	8
OG0014300	2	1
OG0014301	4	3
OG0014302	2	0
OG0014303	0	0
OG0014304	2	2
OG0014305	1	0
OG0014306	4	2
OG0014307	0	0
OG0014308	1	0
OG0014309	3	3
OG0014310	9	9
OG0014311	0	0
OG0014312	0	0
OG0014313	6	6
OG0014314	4	3
OG0014315	5	5
OG0014316	3	2
OG0014317	2	2
OG0014318	2	2
OG0014319	7	7
OG0014320	1	1
OG0014321	2	2
OG0014322	1	0
OG0014323	1	1
OG0014324	2	1
OG0014325	1	1
OG0014326	3	2
OG0014327	1	1
OG0014328	3	1
OG0014329	0	0
OG0014330	0	0
OG0014331	6	4
OG0014332	1	0
OG0014333	8	8
OG0014334	2	1
OG0014335	1	1
OG0014336	5	5
OG0014337	5	5
OG0014338	1	1
OG0014339	3	3
OG0014340	7	7
OG0014341	2	1
OG0014342	1	0
OG0014343	2	2
OG0014344	0	0
OG0014345	4	4
OG0014346	4	3
OG0014347	2	1
OG0014348	1	0
OG0014349	3	2
OG0014350	10	10
OG0014351	10	10
OG0014352	10	10
OG0014353	3	1
OG0014354	2	2
OG0014355	2	2
OG0014356	0	0
OG0014357	1	1
OG0014358	0	0
OG0014359	0	0
OG0014360	0	0
OG0014361	4	2
OG0014362	7	7
OG0014363	10	10
OG0014364	0	0
OG0014365	0	0
OG0014366	1	0
OG0014367	0	0
OG0014368	0	0
OG0014369	1	1
OG0014370	1	1
OG0014371	1	1
OG0014372	0	0
OG0014373	0	0
OG0014374	0	0
OG0014375	1	1
OG0014376	0	0
OG0014377	1	0
OG0014378	3	3
OG0014379	1	1
OG0014380	1	1
OG0014381	0	0
OG0014382	1	1
OG0014383	0	0
OG0014384	2	2
OG0014385	0	0
OG0014386	0	0
OG0014387	0	0
OG0014388	1	0
OG0014389	2	1
OG0014390	0	0
OG0014391	0	0
OG0014392	0	0
OG0014393	7	7
OG0014394	1	0
OG0014395	2	2
OG0014396	2	2
OG0014397	2	1
OG0014398	0	0
OG0014399	0	0
OG0014400	1	1
OG0014401	1	0
OG0014402	1	0
OG0014403	0	0
OG0014404	0	0
OG0014405	0	0
OG0014406	0	0
OG0014407	0	0
OG0014408	0	0
OG0014409	1	1
OG0014410	3	2
OG0014411	0	0
OG0014412	0	0
OG0014413	0	0
OG0014414	0	0
OG0014415	0	0
OG0014416	0	0
OG0014417	2	1
OG0014418	1	1
OG0014419	0	0
OG0014420	0	0
OG0014421	0	0
OG0014422	0	0
OG0014423	0	0
OG0014424	1	1
OG0014425	0	0
OG0014426	0	0
OG0014427	2	2
OG0014428	0	0
OG0014429	1	1
OG0014430	1	0
OG0014431	0	0
OG0014432	0	0
OG0014433	0	0
OG0014434	0	0
OG0014435	0	0
OG0014436	3	3
OG0014437	0	0
OG0014438	0	0
OG0014439	2	1
OG0014440	2	1
OG0014441	0	0
OG0014442	0	0
OG0014443	1	1
OG0014444	0	0
OG0014445	0	0
OG0014446	0	0
OG0014447	1	1
OG0014448	2	1
OG0014449	0	0
OG0014450	0	0
OG0014451	1	0
OG0014452	2	2
OG0014453	0	0
OG0014454	0	0
OG0014455	1	1
OG0014456	2	2
OG0014457	0	0
OG0014458	1	0
OG0014459	2	2
OG0014460	0	0
OG0014461	0	0
OG0014462	3	2
OG0014463	3	3
OG0014464	2	1
OG0014465	2	0
OG0014466	7	7
OG0014467	2	1
OG0014468	0	0
OG0014469	1	1
OG0014470	0	0
OG0014471	0	0
OG0014472	0	0
OG0014473	2	2
OG0014474	1	1
OG0014475	0	0
OG0014476	0	0
OG0014477	0	0
OG0014478	2	1
OG0014479	1	1
OG0014480	1	0
OG0014481	0	0
OG0014482	0	0
OG0014483	1	1
OG0014484	0	0
OG0014485	1	1
OG0014486	2	2
OG0014487	0	0
OG0014488	0	0
OG0014489	8	8
OG0014490	0	0
OG0014491	0	0
OG0014492	2	2
OG0014493	2	1
OG0014494	3	3
OG0014495	0	0
OG0014496	2	2
OG0014497	0	0
OG0014498	2	2
OG0014499	0	0
OG0014500	0	0
OG0014501	3	3
OG0014502	0	0
OG0014503	1	1
OG0014504	0	0
OG0014505	0	0
OG0014506	0	0
OG0014507	0	0
OG0014508	1	1
OG0014509	0	0
OG0014510	1	1
OG0014511	3	3
OG0014512	3	2
OG0014513	1	0
OG0014514	3	3
OG0014515	1	1
OG0014516	0	0
OG0014517	3	0
OG0014518	0	0
OG0014519	0	0
OG0014520	0	0
OG0014521	0	0
OG0014522	2	2
OG0014523	0	0
OG0014524	1	1
OG0014525	0	0
OG0014526	0	0
OG0014527	0	0
OG0014528	0	0
OG0014529	0	0
OG0014530	0	0
OG0014531	0	0
OG0014532	0	0
OG0014533	4	2
OG0014534	5	4
OG0014535	2	0
OG0014536	0	0
OG0014537	0	0
OG0014538	0	0
OG0014539	0	0
OG0014540	0	0
OG0014541	1	1
OG0014542	0	0
OG0014543	0	0
OG0014544	0	0
OG0014545	0	0
OG0014546	0	0
OG0014547	0	0
OG0014548	2	1
OG0014549	0	0
OG0014550	0	0
OG0014551	0	0
OG0014552	0	0
OG0014553	0	0
OG0014554	0	0
OG0014555	0	0
OG0014556	0	0
OG0014557	2	1
OG0014558	0	0
OG0014559	1	1
OG0014560	0	0
OG0014561	0	0
OG0014562	0	0
OG0014563	0	0
OG0014564	1	0
OG0014565	0	0
OG0014566	0	0
OG0014567	1	1
OG0014568	0	0
OG0014569	0	0
OG0014570	1	0
OG0014571	0	0
OG0014572	0	0
OG0014573	0	0
OG0014574	0	0
OG0014575	0	0
OG0014576	0	0
OG0014577	0	0
OG0014578	0	0
OG0014579	0	0
OG0014580	0	0
OG0014581	0	0
OG0014582	0	0
OG0014583	0	0
OG0014584	0	0
OG0014585	1	0
OG0014586	0	0
OG0014587	0	0
OG0014588	2	1
OG0014589	5	4
OG0014590	3	1
OG0014591	2	1
OG0014592	0	0
OG0014593	1	1
OG0014594	0	0
OG0014595	0	0
OG0014596	0	0
OG0014597	0	0
OG0014598	0	0
OG0014599	5	3
OG0014600	0	0
OG0014601	1	0
OG0014602	0	0
OG0014603	0	0
OG0014604	3	1
OG0014605	0	0
OG0014606	1	0
OG0014607	0	0
OG0014608	0	0
OG0014609	0	0
OG0014610	0	0
OG0014611	0	0
OG0014612	0	0
OG0014613	0	0
OG0014614	0	0
OG0014615	1	1
OG0014616	0	0
OG0014617	0	0
OG0014618	0	0
OG0014619	1	1
OG0014620	0	0
OG0014621	0	0
OG0014622	2	2
OG0014623	2	2
OG0014624	0	0
OG0014625	0	0
OG0014626	0	0
OG0014627	0	0
OG0014628	0	0
OG0014629	0	0
OG0014630	0	0
OG0014631	0	0
OG0014632	0	0
OG0014633	0	0
OG0014634	0	0
OG0014635	0	0
OG0014636	0	0
OG0014637	0	0
OG0014638	0	0
OG0014639	0	0
OG0014640	0	0
OG0014641	0	0
OG0014642	0	0
OG0014643	0	0
OG0014644	0	0
OG0014645	0	0
OG0014646	1	1
OG0014647	0	0
OG0014648	0	0
OG0014649	0	0
OG0014650	0	0
OG0014651	0	0
OG0014652	0	0
OG0014653	0	0
OG0014654	0	0
OG0014655	0	0
OG0014656	2	1
OG0014657	0	0
OG0014658	0	0
OG0014659	1	0
OG0014660	0	0
OG0014661	0	0
OG0014662	1	0
OG0014663	0	0
OG0014664	0	0
OG0014665	0	0
OG0014666	1	1
OG0014667	0	0
OG0014668	2	2
OG0014669	2	2
OG0014670	0	0
OG0014671	1	0
OG0014672	2	0
OG0014673	1	0
OG0014674	0	0
OG0014675	0	0
OG0014676	0	0
OG0014677	0	0
OG0014678	3	2
OG0014679	0	0
OG0014680	1	0
OG0014681	6	6
OG0014682	2	2
OG0014683	0	0
OG0014684	4	1
OG0014685	1	1
OG0014686	0	0
OG0014687	0	0
OG0014688	0	0
OG0014689	0	0
OG0014690	0	0
OG0014691	1	0
OG0014692	6	6
OG0014693	0	0
OG0014694	1	1
OG0014695	0	0
OG0014696	0	0
OG0014697	0	0
OG0014698	0	0
OG0014699	0	0
OG0014700	1	0
OG0014701	0	0
OG0014702	0	0
OG0014703	0	0
OG0014704	0	0
OG0014705	0	0
OG0014706	0	0
OG0014707	0	0
OG0014708	0	0
OG0014709	1	0
OG0014710	1	0
OG0014711	1	1
OG0014712	1	0
OG0014713	0	0
OG0014714	0	0
OG0014715	0	0
OG0014716	0	0
OG0014717	0	0
OG0014718	1	0
OG0014719	1	1
OG0014720	2	2
OG0014721	0	0
OG0014722	0	0
OG0014723	1	1
OG0014724	3	1
OG0014725	0	0
OG0014726	0	0
OG0014727	2	1
OG0014728	0	0
OG0014729	0	0
OG0014730	2	2
OG0014731	0	0
OG0014732	0	0
OG0014733	0	0
OG0014734	1	1
OG0014735	0	0
OG0014736	0	0
OG0014737	0	0
OG0014738	0	0
OG0014739	1	1
OG0014740	0	0
OG0014741	0	0
OG0014742	0	0
OG0014743	0	0
OG0014744	0	0
OG0014745	1	0
OG0014746	1	0
OG0014747	0	0
OG0014748	1	0
OG0014749	0	0
OG0014750	2	2
OG0014751	2	1
OG0014752	1	0
OG0014753	1	0
OG0014754	3	3
OG0014755	1	0
OG0014756	1	0
OG0014757	0	0
OG0014758	4	4
OG0014759	0	0
OG0014760	2	2
OG0014761	4	3
OG0014762	5	5
OG0014763	1	1
OG0014764	0	0
OG0014765	0	0
OG0014766	1	0
OG0014767	2	2
OG0014768	0	0
OG0014769	5	5
OG0014770	2	1
OG0014771	0	0
OG0014772	0	0
OG0014773	1	1
OG0014774	1	1
OG0014775	2	0
OG0014776	1	1
OG0014777	6	6
OG0014778	0	0
OG0014779	1	1
OG0014780	0	0
OG0014781	2	0
OG0014782	2	2
OG0014783	0	0
OG0014784	1	1
OG0014785	5	5
OG0014786	5	5
OG0014787	2	2
OG0014788	5	4
OG0014789	5	2
OG0014790	6	6
OG0014791	3	3
OG0014792	0	0
OG0014793	6	6
OG0014794	1	0
OG0014795	3	3
OG0014796	0	0
OG0014797	2	2
OG0014798	6	6
OG0014799	4	4
OG0014800	3	3
OG0014801	0	0
OG0014802	6	6
OG0014803	1	1
OG0014804	3	1
OG0014805	0	0
OG0014806	1	1
OG0014807	8	8
OG0014808	2	2
OG0014809	2	2
OG0014810	0	0
OG0014811	0	0
OG0014812	0	0
OG0014813	0	0
OG0014814	0	0
OG0014815	0	0
OG0014816	0	0
OG0014817	0	0
OG0014818	0	0
OG0014819	0	0
OG0014820	0	0
OG0014821	1	1
OG0014822	0	0
OG0014823	0	0
OG0014824	0	0
OG0014825	0	0
OG0014826	4	4
OG0014827	7	7
OG0014828	2	2
OG0014829	0	0
OG0014830	9	9
OG0014831	6	4
OG0014832	6	6
OG0014833	6	6
OG0014834	8	8
OG0014835	9	9
OG0014836	9	9
OG0014837	8	8
OG0014838	9	9
OG0014839	2	2
OG0014840	1	0
OG0014841	1	1
OG0014842	0	0
OG0014843	0	0
OG0014844	0	0
OG0014845	1	1
OG0014846	2	2
OG0014847	3	3
OG0014848	0	0
OG0014849	1	0
OG0014850	1	1
OG0014851	0	0
OG0014852	0	0
OG0014853	0	0
OG0014854	0	0
OG0014855	1	1
OG0014856	6	6
OG0014857	4	4
OG0014858	4	4
OG0014859	1	1
OG0014860	0	0
OG0014861	5	5
OG0014862	1	1
OG0014863	1	1
OG0014864	2	1
OG0014865	0	0
OG0014866	5	5
OG0014867	0	0
OG0014868	1	0
OG0014869	2	2
OG0014870	2	1
OG0014871	1	1
OG0014872	1	1
OG0014873	2	2
OG0014874	0	0
OG0014875	0	0
OG0014876	0	0
OG0014877	1	1
OG0014878	0	0
OG0014879	0	0
OG0014880	0	0
OG0014881	0	0
OG0014882	1	1
OG0014883	0	0
OG0014884	0	0
OG0014885	0	0
OG0014886	0	0
OG0014887	0	0
OG0014888	0	0
OG0014889	0	0
OG0014890	0	0
OG0014891	2	2
OG0014892	0	0
OG0014893	0	0
OG0014894	0	0
OG0014895	0	0
OG0014896	0	0
OG0014897	0	0
OG0014898	0	0
OG0014899	0	0
OG0014900	1	1
OG0014901	0	0
OG0014902	0	0
OG0014903	0	0
OG0014904	0	0
OG0014905	0	0
OG0014906	0	0
OG0014907	0	0
OG0014908	0	0
OG0014909	0	0
OG0014910	0	0
OG0014911	3	2
OG0014912	1	1
OG0014913	0	0
OG0014914	1	1
OG0014915	1	0
OG0014916	0	0
OG0014917	0	0
OG0014918	0	0
OG0014919	1	1
OG0014920	0	0
OG0014921	0	0
OG0014922	0	0
OG0014923	3	3
OG0014924	1	0
OG0014925	0	0
OG0014926	2	1
OG0014927	1	0
OG0014928	0	0
OG0014929	0	0
OG0014930	3	3
OG0014931	2	1
OG0014932	2	2
OG0014933	0	0
OG0014934	0	0
OG0014935	2	1
OG0014936	2	2
OG0014937	0	0
OG0014938	0	0
OG0014939	1	1
OG0014940	1	1
OG0014941	1	1
OG0014942	1	1
OG0014943	2	1
OG0014944	0	0
OG0014945	1	1
OG0014946	0	0
OG0014947	1	1
OG0014948	1	0
OG0014949	4	4
OG0014950	1	0
OG0014951	7	7
OG0014952	0	0
OG0014953	1	0
OG0014954	3	1
OG0014955	4	4
OG0014956	0	0
OG0014957	0	0
OG0014958	0	0
OG0014959	2	2
OG0014960	1	1
OG0014961	0	0
OG0014962	1	1
OG0014963	2	0
OG0014964	1	1
OG0014965	0	0
OG0014966	1	1
OG0014967	1	1
OG0014968	2	1
OG0014969	4	4
OG0014970	4	4
OG0014971	8	8
OG0014972	1	1
OG0014973	0	0
OG0014974	1	1
OG0014975	1	0
OG0014976	1	1
OG0014977	0	0
OG0014978	5	5
OG0014979	1	1
OG0014980	1	1
OG0014981	2	1
OG0014982	2	1
OG0014983	2	2
OG0014984	0	0
OG0014985	0	0
OG0014986	0	0
OG0014987	0	0
OG0014988	0	0
OG0014989	0	0
OG0014990	1	0
OG0014991	0	0
OG0014992	0	0
OG0014993	0	0
OG0014994	0	0
OG0014995	0	0
OG0014996	1	1
OG0014997	0	0
OG0014998	0	0
OG0014999	0	0
OG0015000	1	1
OG0015001	0	0
OG0015002	0	0
OG0015003	0	0
OG0015004	0	0
OG0015005	0	0
OG0015006	0	0
OG0015007	0	0
OG0015008	0	0
OG0015009	0	0
OG0015010	0	0
OG0015011	0	0
OG0015012	0	0
OG0015013	0	0
OG0015014	0	0
OG0015015	0	0
OG0015016	0	0
OG0015017	0	0
OG0015018	0	0
OG0015019	0	0
OG0015020	4	0
OG0015021	0	0
OG0015022	0	0
OG0015023	0	0
OG0015024	0	0
OG0015025	0	0
OG0015026	0	0
OG0015027	0	0
OG0015028	0	0
OG0015029	0	0
OG0015030	0	0
OG0015031	0	0
OG0015032	0	0
OG0015033	0	0
OG0015034	0	0
OG0015035	0	0
OG0015036	0	0
OG0015037	0	0
OG0015038	0	0
OG0015039	0	0
OG0015040	3	2
OG0015041	0	0
OG0015042	0	0
OG0015043	0	0
OG0015044	0	0
OG0015045	0	0
OG0015046	0	0
OG0015047	0	0
OG0015048	0	0
OG0015049	4	3
OG0015050	0	0
OG0015051	0	0
OG0015052	0	0
OG0015053	0	0
OG0015054	0	0
OG0015055	0	0
OG0015056	1	0
OG0015057	0	0
OG0015058	0	0
OG0015059	1	1
OG0015060	0	0
OG0015061	0	0
OG0015062	0	0
OG0015063	0	0
OG0015064	5	5
OG0015065	0	0
OG0015066	0	0
OG0015067	0	0
OG0015068	0	0
OG0015069	0	0
OG0015070	0	0
OG0015071	1	0
OG0015072	0	0
OG0015073	0	0
OG0015074	1	1
OG0015075	0	0
OG0015076	0	0
OG0015077	0	0
OG0015078	0	0
OG0015079	0	0
OG0015080	1	0
OG0015081	0	0
OG0015082	0	0
OG0015083	0	0
OG0015084	0	0
OG0015085	0	0
OG0015086	1	1
OG0015087	0	0
OG0015088	3	3
OG0015089	0	0
OG0015090	1	0
OG0015091	1	1
OG0015092	1	1
OG0015093	0	0
OG0015094	0	0
OG0015095	0	0
OG0015096	0	0
OG0015097	0	0
OG0015098	0	0
OG0015099	0	0
OG0015100	0	0
OG0015101	0	0
OG0015102	0	0
OG0015103	0	0
OG0015104	0	0
OG0015105	0	0
OG0015106	0	0
OG0015107	0	0
OG0015108	0	0
OG0015109	0	0
OG0015110	0	0
OG0015111	0	0
OG0015112	0	0
OG0015113	0	0
OG0015114	0	0
OG0015115	1	0
OG0015116	0	0
OG0015117	0	0
OG0015118	2	2
OG0015119	0	0
OG0015120	0	0
OG0015121	0	0
OG0015122	0	0
OG0015123	0	0
OG0015124	0	0
OG0015125	0	0
OG0015126	0	0
OG0015127	0	0
OG0015128	0	0
OG0015129	0	0
OG0015130	0	0
OG0015131	0	0
OG0015132	0	0
OG0015133	0	0
OG0015134	0	0
OG0015135	0	0
OG0015136	0	0
OG0015137	0	0
OG0015138	0	0
OG0015139	0	0
OG0015140	0	0
OG0015141	0	0
OG0015142	0	0
OG0015143	0	0
OG0015144	0	0
OG0015145	0	0
OG0015146	0	0
OG0015147	0	0
OG0015148	0	0
OG0015149	0	0
OG0015150	0	0
OG0015151	2	2
OG0015152	0	0
OG0015153	1	0
OG0015154	0	0
OG0015155	0	0
OG0015156	0	0
OG0015157	0	0
OG0015158	2	2
OG0015159	0	0
OG0015160	0	0
OG0015161	0	0
OG0015162	0	0
OG0015163	0	0
OG0015164	1	1
OG0015165	1	1
OG0015166	3	3
OG0015167	2	2
OG0015168	0	0
OG0015169	0	0
OG0015170	0	0
OG0015171	1	0
OG0015172	2	1
OG0015173	0	0
OG0015174	0	0
OG0015175	1	0
OG0015176	0	0
OG0015177	0	0
OG0015178	0	0
OG0015179	1	0
OG0015180	0	0
OG0015181	1	1
OG0015182	3	0
OG0015183	0	0
OG0015184	0	0
OG0015185	1	0
OG0015186	0	0
OG0015187	3	3
OG0015188	0	0
OG0015189	1	0
OG0015190	5	5
OG0015191	2	2
OG0015192	0	0
OG0015193	0	0
OG0015194	0	0
OG0015195	0	0
OG0015196	0	0
OG0015197	0	0
OG0015198	0	0
OG0015199	0	0
OG0015200	0	0
OG0015201	0	0
OG0015202	1	0
OG0015203	0	0
OG0015204	0	0
OG0015205	0	0
OG0015206	0	0
OG0015207	0	0
OG0015208	0	0
OG0015209	0	0
OG0015210	0	0
OG0015211	1	1
OG0015212	1	0
OG0015213	0	0
OG0015214	0	0
OG0015215	0	0
OG0015216	0	0
OG0015217	1	1
OG0015218	8	8
OG0015219	0	0
OG0015220	1	0
OG0015221	3	2
OG0015222	0	0
OG0015223	0	0
OG0015224	0	0
OG0015225	0	0
OG0015226	0	0
OG0015227	3	3
OG0015228	1	1
OG0015229	0	0
OG0015230	0	0
OG0015231	0	0
OG0015232	0	0
OG0015233	1	1
OG0015234	2	2
OG0015235	1	0
OG0015236	1	1
OG0015237	1	1
OG0015238	2	1
OG0015239	1	0
OG0015240	0	0
OG0015241	0	0
OG0015242	0	0
OG0015243	0	0
OG0015244	2	2
OG0015245	0	0
OG0015246	3	3
OG0015247	0	0
OG0015248	0	0
OG0015249	0	0
OG0015250	0	0
OG0015251	1	0
OG0015252	0	0
OG0015253	1	0
OG0015254	1	1
OG0015255	3	3
OG0015256	1	0
OG0015257	1	1
OG0015258	2	1
OG0015259	0	0
OG0015260	2	1
OG0015261	2	1
OG0015262	0	0
OG0015263	2	2
OG0015264	2	2
OG0015265	1	1
OG0015266	0	0
OG0015267	7	7
OG0015268	0	0
OG0015269	1	0
OG0015270	1	1
OG0015271	8	8
OG0015272	2	2
OG0015273	0	0
OG0015274	2	2
OG0015275	3	1
OG0015276	0	0
OG0015277	0	0
OG0015278	1	0
OG0015279	1	1
OG0015280	1	1
OG0015281	1	0
OG0015282	1	1
OG0015283	0	0
OG0015284	5	5
OG0015285	0	0
OG0015286	0	0
OG0015287	1	1
OG0015288	0	0
OG0015289	0	0
OG0015290	4	4
OG0015291	1	1
OG0015292	8	8
OG0015293	0	0
OG0015294	2	0
OG0015295	1	1
OG0015296	0	0
OG0015297	0	0
OG0015298	0	0
OG0015299	2	2
OG0015300	4	4
OG0015301	5	5
OG0015302	6	6
OG0015303	0	0
OG0015304	4	3
OG0015305	2	2
OG0015306	0	0
OG0015307	0	0
OG0015308	2	2
OG0015309	2	1
OG0015310	0	0
OG0015311	1	0
OG0015312	0	0
OG0015313	1	1
OG0015314	0	0
OG0015315	5	5
OG0015316	0	0
OG0015317	0	0
OG0015318	0	0
OG0015319	0	0
OG0015320	0	0
OG0015321	2	2
OG0015322	2	1
OG0015323	1	1
OG0015324	0	0
OG0015325	0	0
OG0015326	0	0
OG0015327	2	0
OG0015328	0	0
OG0015329	0	0
OG0015330	0	0
OG0015331	0	0
OG0015332	1	1
OG0015333	1	1
OG0015334	3	3
OG0015335	1	1
OG0015336	1	1
OG0015337	4	2
OG0015338	4	4
OG0015339	1	1
OG0015340	2	1
OG0015341	6	6
OG0015342	4	4
OG0015343	2	2
OG0015344	0	0
OG0015345	1	0
OG0015346	4	4
OG0015347	4	3
OG0015348	1	1
OG0015349	1	1
OG0015350	1	1
OG0015351	1	0
OG0015352	1	1
OG0015353	1	1
OG0015354	3	3
OG0015355	1	1
OG0015356	6	6
OG0015357	8	8
OG0015358	8	8
OG0015359	8	8
OG0015360	6	6
OG0015361	0	0
OG0015362	0	0
OG0015363	2	0
OG0015364	3	2
OG0015365	0	0
OG0015366	1	1
OG0015367	0	0
OG0015368	0	0
OG0015369	0	0
OG0015370	8	8
OG0015371	7	7
OG0015372	6	6
OG0015373	7	7
OG0015374	5	5
OG0015375	5	5
OG0015376	2	1
OG0015377	0	0
OG0015378	1	1
OG0015379	0	0
OG0015380	2	2
OG0015381	0	0
OG0015382	0	0
OG0015383	0	0
OG0015384	0	0
OG0015385	0	0
OG0015386	0	0
OG0015387	0	0
OG0015388	2	2
OG0015389	0	0
OG0015390	0	0
OG0015391	1	0
OG0015392	4	4
OG0015393	0	0
OG0015394	6	6
OG0015395	3	3
OG0015396	1	1
OG0015397	1	0
OG0015398	0	0
OG0015399	0	0
OG0015400	3	3
OG0015401	1	0
OG0015402	5	5
OG0015403	3	3
OG0015404	0	0
OG0015405	0	0
OG0015406	0	0
OG0015407	0	0
OG0015408	0	0
OG0015409	0	0
OG0015410	0	0
OG0015411	0	0
OG0015412	0	0
OG0015413	0	0
OG0015414	0	0
OG0015415	0	0
OG0015416	0	0
OG0015417	0	0
OG0015418	0	0
OG0015419	1	1
OG0015420	0	0
OG0015421	0	0
OG0015422	0	0
OG0015423	0	0
OG0015424	0	0
OG0015425	0	0
OG0015426	0	0
OG0015427	0	0
OG0015428	0	0
OG0015429	0	0
OG0015430	0	0
OG0015431	1	0
OG0015432	0	0
OG0015433	0	0
OG0015434	0	0
OG0015435	1	1
OG0015436	0	0
OG0015437	1	1
OG0015438	1	1
OG0015439	0	0
OG0015440	0	0
OG0015441	1	1
OG0015442	0	0
OG0015443	0	0
OG0015444	0	0
OG0015445	0	0
OG0015446	0	0
OG0015447	0	0
OG0015448	3	3
OG0015449	0	0
OG0015450	0	0
OG0015451	0	0
OG0015452	0	0
OG0015453	0	0
OG0015454	0	0
OG0015455	0	0
OG0015456	0	0
OG0015457	1	1
OG0015458	0	0
OG0015459	0	0
OG0015460	0	0
OG0015461	0	0
OG0015462	0	0
OG0015463	0	0
OG0015464	1	1
OG0015465	0	0
OG0015466	0	0
OG0015467	0	0
OG0015468	0	0
OG0015469	0	0
OG0015470	0	0
OG0015471	0	0
OG0015472	0	0
OG0015473	2	1
OG0015474	0	0
OG0015475	0	0
OG0015476	0	0
OG0015477	0	0
OG0015478	0	0
OG0015479	0	0
OG0015480	2	2
OG0015481	0	0
OG0015482	0	0
OG0015483	0	0
OG0015484	0	0
OG0015485	0	0
OG0015486	0	0
OG0015487	0	0
OG0015488	0	0
OG0015489	0	0
OG0015490	0	0
OG0015491	0	0
OG0015492	0	0
OG0015493	0	0
OG0015494	0	0
OG0015495	1	0
OG0015496	0	0
OG0015497	0	0
OG0015498	1	1
OG0015499	0	0
OG0015500	1	1
OG0015501	2	2
OG0015502	1	1
OG0015503	0	0
OG0015504	1	1
OG0015505	1	1
OG0015506	0	0
OG0015507	2	1
OG0015508	0	0
OG0015509	0	0
OG0015510	0	0
OG0015511	1	1
OG0015512	2	2
OG0015513	0	0
OG0015514	0	0
OG0015515	2	0
OG0015516	0	0
OG0015517	1	1
OG0015518	0	0
OG0015519	2	1
OG0015520	0	0
OG0015521	1	1
OG0015522	0	0
OG0015523	0	0
OG0015524	0	0
OG0015525	4	4
OG0015526	1	0
OG0015527	0	0
OG0015528	0	0
OG0015529	1	1
OG0015530	0	0
OG0015531	0	0
OG0015532	1	1
OG0015533	1	1
OG0015534	6	6
OG0015535	7	7
OG0015536	0	0
OG0015537	2	2
OG0015538	0	0
OG0015539	2	2
OG0015540	2	2
OG0015541	0	0
OG0015542	1	1
OG0015543	1	1
OG0015544	1	1
OG0015545	0	0
OG0015546	4	4
OG0015547	0	0
OG0015548	0	0
OG0015549	1	0
OG0015550	0	0
OG0015551	0	0
OG0015552	1	0
OG0015553	1	1
OG0015554	0	0
OG0015555	0	0
OG0015556	1	0
OG0015557	0	0
